Message,Tag,Page নাম,Total Tagged (no confusion),Count 0,Count 1,Count 2,Count 3,Count 4,Count 5,Total Normal,Total Hate
কুরানে কোথাও লেখা আছে যে একটি নিরীহ গরুকে হত্যা করে আপনার ধর্মের কোরবানি পালন করতে হবে সামান্য মাংস খাওয়ার জন্য যারা নিজের ধর্মকে ছোট করে তাদের কাছ থেকে এর চেয়ে বেশি কিছু আশা করা যায় না,0,Aami Hindu,,,,,,,,,
হরে কৃষ্ণ,0,Aami Hindu,,,,,,,,,
আমি ধর্ম পালন করতে না বলিনি আগে ধর্ম গ্রন্হ পড়ুন তার পর ধর্ম পালন করুন আপনি যে ধর্মের হন কোন নেতা ধর্মীয় গুরুকে দেখবেন না দেখবেন ধর্ম গ্রন্হ,0,Aami Hindu,,,,,,,,,
হিন্ধু কোন ধর্ম না এই বিষয়ে যার চুলকানি আছে সে একটু সারা দিন বুঝিয়ে দেব,2,Aami Hindu,,,,,,,,,
এখানে একজন ব্যাক্তি গরুর মাংশ খাবার কথা বলেছে ঐ ব্যাক্তির কাছে আমার প্রশ্ন আপনি কি কখোনো কোরআন পড়েছেন,0,Aami Hindu,,,,,,,,,
আকার আছে এটা মানলাম কিন্তু তার প্রতিকৃতি কেন বানান তাছাড়া আপনাদের ভগবান মূলত কয়জন,0,Aami Hindu,,,,,,,,,
তাছাড়া মুর্তিকে পূজা করার কথা কোথায় আছে এটাও জানাবেন,0,Aami Hindu,,,,,,,,,
মুর্তি বানিয়ে সেটাকে পূজা করার কথা বিধান যে আপনাদের ধর্মীয় গ্রন্থে আছে সেটা প্রমান করে দেখান,0,Aami Hindu,,,,,,,,,
ও বজ্রংগি শান্তির প্রচারক,0,Aami Hindu,,,,,,,,,
এটা পরে দেখুন,0,Aami Hindu,,,,,,,,,
প্রনাম,0,Aami Hindu,,,,,,,,,
জয় সিদ্ধিদাতা গণেশায় নমঃ,0,Aami Hindu,,,,,,,,,
জয় শ্রী গনেশা জয় হিন্দ,0,Aami Hindu,,,,,,,,,
মালাঊন তোর বাপ মাদারচুদ,2,Aami Hindu,,,,,,,,,
আমিও গরবিত আমি হিন্দু,0,Aami Hindu,,,,,,,,,
ভগবান শ্রী কৃষ্ণের মধুর নামে চারদিক সদা জাগ্রত করছে তাঁর কন্ঠে হরিনামের দৃ্শ্য,0,Aami Hindu,,,,,,,,,
মা আমাদের রক্ষা করো,0,Aami Hindu,,,,,,,,,
শালা বল্লাল সেন এর জন্য ই আজ হিন্দু সমাজের অবনতি,0,Aami Hindu,,,,,,,,,
জয় ভোলেনাথ,0,Aami Hindu,,,,,,,,,
আমাদের দেশের প্রধানমন্ত্রী মাননীয় নরেন্দ্র মোদিজী ভগবান শিবশম্ভুর জলাভিষেক করছেন এটা দেখে বিশ্বের সকল অত্যাচারিত নিপীড়িত হিন্দু মনে জোর আনো তোমরা একদম সঠিক ধর্মেই অবস্থান করছ আজ মহাশিব রাত্রির এই পূন্য তিথীতে সকল হিন্দুকে জানাই মহা শিবরাত্রির প্রীতি ও শুভেচ্ছা,0,Aami Hindu,,,,,,,,,
জয় শ্রী মা,0,Aami Hindu,,,,,,,,,
ওম নমঃ শিবায়,0,Aami Hindu,,,,,,,,,
ইডিট টা খুব ভালো হয়েছে,0,Aami Hindu,,,,,,,,,
কেউ এড়িয়ে যাবেন না প্রতিদিন দর্শন পেতে লাইক করুন পেজটিতে,0,Aami Hindu,,,,,,,,,
এক এক টা হিন্দু এক একটা জানোয়ার আমি চিৎকার করে বলতে পারি আমি খ্রিষ্টান,2,Aami Hindu,,,,,,,,,
ইসলাম কি এখানে পাবেন খুন ডাকত চুরি জঙ্গি সংগঠনের তারিফ তাই না,?,Aami Hindu,,,,,,,,,
জয় মা সরস্বতী,0,Aami Hindu,,,,,,,,,
ভগবান শ্রী কৃষ্ণের মধুর নামে চারদিক সদা জাগ্রত করছে তাঁর কন্ঠে হরিনামের দৃ্শ্য,0,Aami Hindu,,,,,,,,,
সরস্বতী পুজোর শুভেচ্ছা,0,Aami Hindu,,,,,,,,,
অনেক দিন পর,0,Aami Hindu,,,,,,,,,
গত বছরে আমাদের সসরস্বতী পূজায় আমি,0,Aami Hindu,,,,,,,,,
প্রণাম মা,0,Aami Hindu,,,,,,,,,
অসাধারন মা তুমি কৃপা করো,0,Aami Hindu,,,,,,,,,
আপানার দেখে মনে হচ্ছে আপনি আপানার ইসলাম ধম পালন করেন কি না তাই সন্ধেহ মানুষ গীতা জানতেই অনেকটা জীবন চলে যায় আর আপনি বেদ জেনে গেলেন আপনার উপর হাসি পেল এমন যেহেতু ভুল তথ্য দেন তাহলে আপনাদের প্রিয় নবী ৯বছর এর বাচ্চা কে কিভাবে বিয়ে করে উনি না শ্রেষ্ট উনি এই ভুল কিভাবে করে আমাদের ভুল ধরার আগে সত্য যাচাই করুন হিন্দুত জানতে হলে মানুষত্ব আনতে হবে,0,Aami Hindu,,,,,,,,,
মুসলিম ভাইরা কিছু মনে করবেন না তোদের আল্লা পুরুষ নারি শুধু জানতে চাই নামাজ পড়ার সময় ডিগিটা উপর দিকে করে কেন থাকেন জানতে চাই তোরা তো মাটিকে পুজা করিস না,2,Aami Hindu,,,,,,,,,
খুব সুন্দর,0,Aami Hindu,,,,,,,,,
শুভ রাত্রি বন্ধুরা,0,Aami Hindu,,,,,,,,,
এই আধামরা পেজের এডমিন কে বেঁচে আছেন নাকি কোমায় চলে গেছেন এত বড় একটা পেজ নিজের গাফিলতির কারনে ধ্বংস করে দিলেন,1,Aami Hindu,,,,,,,,,
এডমিন ওয়াইফ নিয়ে বিজি আছে নাম দা,2,Aami Hindu,,,,,,,,,
লাইলাহা ইল্লাল্লাহু মুহম্মাদুর রাসুল্লাহ,0,Aami Hindu,,,,,,,,,
সনাতন ধর্মের জয় হোক,0,Aami Hindu,,,,,,,,,
বাংলা বেদ ঋগ্বেদ সংহিতা যজুর্বেদ সংহিতা সামবেদ সংহিতা অথর্ববেদ সংহিতা,0,Aami Hindu,,,,,,,,,
উপমহাদেশের সনাতন প্রথা অনুসারী মানুষেরা চৈত্র সংক্রান্তি দিনটিকে খুবই পুণ্যের দিন বলে মনে করেন সনাতন পঞ্জিকা মতে দিনটিকে গণ্য করা হয় মহাবিষুব সংক্রান্তি এছাড়া বিভিন্ন ক্ষুদ্র নৃতাত্ত্বিক গোষ্ঠী এই দিনটিকে নানা উৎসবের মাধ্যমে পালন করে সনাতন ধমের্র একটি চৈত্র সংক্রান্তি উৎসব দেখুন এই লিংকে,0,Aami Hindu,,,,,,,,,
কুব ভালো,0,Aami Hindu,,,,,,,,,
হা হা হা হিন্দু নাকি কোনো ধর্ম,2,Aami Hindu,,,,,,,,,
ফেসবুকের প্রেসিডেন্ট নাম,0,Aami Hindu,,,,,,,,,
খুবই দুঃখ জনক,0,Aami Hindu,,,,,,,,,
হে ভগবান এই নিষ্পাপ শিশুর প্রতি যে অত্যাচার হয়েছে তুমি তার বিচার কর,0,Aami Hindu,,,,,,,,,
ওরা জানোয়ারের চেয়ে খারাপ,2,Aami Hindu,,,,,,,,,
একটি প্রাণ এভাবে ঝরে গেল,0,Aami Hindu,,,,,,,,,
শেখ হাসিনা সরকার এর ব্যাবস্থা নিন এবং সন্ত্রাসীদের ফাঁসীর রায় কার্যকর করুন,0,Aami Hindu,,,,,,,,,
নরেন্দ্র মোদী তোমার কানে কি এই খবর যায়নি তুমি একটা ব্যাবস্থা করো আমরা সংখ্যালগুরা ভালোভাবে বাঁচতে চাই,0,Aami Hindu,,,,,,,,,
যারা এই ঘটনার সাথে জড়িত এরা মানুষ নামের কলঙ্ক,2,Aami Hindu,,,,,,,,,
আর কত এভাবে মার খাবে সময় কি হয়নি ঘুম থেকে ওঠার জাগো হিন্দু জাগো,0,Aami Hindu,,,,,,,,,
হরহর মহাদেব এই অত্যাচারীর বংশ ধ্বংস হোক,1,Aami Hindu,,,,,,,,,
উচিত বিচার চাই,0,Aami Hindu,,,,,,,,,
এটা কোন সুস্থ্য মানুষের কাজ না এরা জানোয়ার এর চেয়ে খারাপ,2,Aami Hindu,,,,,,,,,
এর জন্য কেও কোনও পুরস্কার ফেরত দেবেনা,0,Aami Hindu,,,,,,,,,
বিচার চাই,0,Aami Hindu,,,,,,,,,
ভারতের হিন্দুরা তথা পশ্চিমবাঙলার হিন্দুরা দেখুক মুসলিমরা কত বেইমান তাদের নিয়ে মাতামাতি বন্ধ করুক গো মাঅংস বন্ধ হক ভারতে,2,Aami Hindu,,,,,,,,,
আমরা সবাই যদি যার যার প্রোফাইলে এটি শেয়ার করি তাহলে এটি দেশ বিদেশে ও ছড়ার পড়বে আমরা চাই সবাই এটি দেখুক আর জানোয়ারদের শাস্তির জন্য তোলফার করুক,?,Aami Hindu,,,,,,,,,
কিসের সংখ্যালঘু দেশ কি ভাগ হয়ে গেছে একবার রুখে দাড়ান কিভাবে সব সোজা হয় নিজের চোখেই দেখতে পারবেন,0,Aami Hindu,,,,,,,,,
কি দুষ ছিল এই বাচছাটার পৃথিবি দেখের আগে মেযের গর্ব তাকে মরতে হল আমরা আর কত দিন ওসুরদের নির জাতন সইতে হবে ভগবান আর কত দিন আমাদের কষট দিবে এর বিচার কার কাছে চাউব কে করবে আমাদের এই নিরজাতনের বিচার,0,Aami Hindu,,,,,,,,,
কোথায় হিন্দুরাতো দিন দিন নির্যাতিত হয়েই যাচ্ছে,0,Aami Hindu,,,,,,,,,
এই ধরনের নরপশুরা আওয়ামীলীগেরে বি এন পি এর চেয়েও খারাপ পজিসনে নিয়ে আসবে আমার মনে হয় ৭৫ এর পদধ্বনি ধেয়ে আসছে,?,Aami Hindu,,,,,,,,,
মাননীয় প্রধানমন্ত্রীর দৃষ্টি আকষর্ন করছি সঠিকভাবে তদন্ত করার,0,Aami Hindu,,,,,,,,,
এর বিচার চাই,0,Aami Hindu,,,,,,,,,
হিন্দুদের উপরে নির্যাতন করার বিচার চাই,0,Aami Hindu,,,,,,,,,
সব হিন্দুদের নির্যাতিত হওয়ার প্রয়োজন মনে করেন কি শিশু আইলানের কথা ভূলে গেলেন তখন কিন্তু সবাই মানবতার কথাই বলেছেন,0,Aami Hindu,,,,,,,,,
সিলেটের নাম হত্যার বিচার হলে এ শিশু হত্যার ও বিচার হতে হবে নইলে আগামীতে আপনাকেও এসমস্যার মুখোমুখি হতে হইতে পারে,0,Aami Hindu,,,,,,,,,
আমি এই ঘটনার তীব্র নিন্দা জানাই এবং দোষীদের কঠোর শাস্তি দাবি জানাচ্ছি সরকারের কাছে,0,Aami Hindu,,,,,,,,,
এরা তো সংখ্যায় লঘু এদেরকে মেরে কী হবে,0,Aami Hindu,,,,,,,,,
মাননীয় প্রধানমন্ত্রী আপনি এর উপযুক্ত বিচার করবেন এটা ই আমাদের দাবি,0,Aami Hindu,,,,,,,,,
পাপ কিন্তু বাপ কেউ ছাড়েনা,0,Aami Hindu,,,,,,,,,
এরই নাম বুঝি স্বাধীনতা এরই নাম বুঝি অসাম্প্রদায়িকতা আমাদের সরকারকে একটা পুরুকার জাতিসংঘ কাছ থেকে পাবে কারন এদেশে জথ হিন্দু বাড়িতে হামলা মারধর ধমধামিক করা কারনে জাতিসংঘ হিন্দুদেকে মানুষ ভাবে না ইউদি কেউ মারা গেলে বা মুসলিম খিষটান মারা গেলে মানধিকার হয়,0,Aami Hindu,,,,,,,,,
কোনো নির্যাতনের পক্ষেই নই নাম কথা বলছেন ওরতো সবই ভেসে গেলো কিন্তু কথা হলো আপনি বলেছেন সব হিন্দুরা নির্যাতিত হচ্ছে দু একটা বিছচিনন ঘটনা দিয়ে সবাইকে করা ঠিক নয়,0,Aami Hindu,,,,,,,,,
শালারা রক্ত বমি করে মরবি,?,Aami Hindu,,,,,,,,,
এর শাস্তি ওরা নিশ্চয় পাবে,0,Aami Hindu,,,,,,,,,
আওয়ামীলীগ বলতে লজ্জা লাগে আমরা এসব হামলার নিন্দা জানাই,?,Aami Hindu,,,,,,,,,
মোদী কে আমাদের সমস্যা আমাদের মোকাবেলা করতে হবে,0,Aami Hindu,,,,,,,,,
বাংলার মিডিয়া কোথায় এ সব খবর তাদের কানে পৌছায় না,0,Aami Hindu,,,,,,,,,
এরা জারক সন্তান এদের কাজ এদের জাগা দোজখে,2,Aami Hindu,,,,,,,,,
এই কাজের জন্য দায়ী নরপশুদের বিচার চাই,0,Aami Hindu,,,,,,,,,
কত বড় ধৃষটতা যে মোদীর কাছে সাহায্য প্রার্থনা করছে,0,Aami Hindu,,,,,,,,,
কে দেবে তাদের শাস্তি কারন ভগবানও ভয় পায় তাদের শাস্তি দিতে কারন তারা তো মানুষ রুপি জানোয়ার তাই,0,Aami Hindu,,,,,,,,,
না দাদা ওরা মানুষ রূপে আওয়ামীলীগ,2,Aami Hindu,,,,,,,,,
এগুলা সোনার ছেলেদের কাজ মিডিয়াতে আসবে কেমনে,0,Aami Hindu,,,,,,,,,
নরেন্দ্র মোদি কেন সে কি বাংলাদেশের প্রধানমন্ত্রী,0,Aami Hindu,,,,,,,,,
এবার বুঝলেন তো কারা হিন্দুদের উপর হামলা করে,0,Aami Hindu,,,,,,,,,
মোদির কাছে সাহায্য চাইতে হলে ভারত চলে যান,0,Aami Hindu,,,,,,,,,
হাইরে হিন্দু,0,Aami Hindu,,,,,,,,,
এই শালা না বুঝে কথা বলিছ না এগুলো পোষ্ট করা হয়েছে সাঝিয়ে এই পোষ্ট মোটেও সত্থ না আর ইসলাম সম্পর্কে বাজে কথা বলিছ না এগুলো মুসলিমরা করে না,1,Aami Hindu,,,,,,,,,
মুসলিম জাতি আর কত নিচে নামবে এরা কি আল্লাহ কে ভয় পাই না বাংলাদেশের আইন কানাচোদা,2,Aami Hindu,,,,,,,,,
সরকার এই জুলুমের পক্ষে মিডিয়া সরকারের পক্ষে,0,Aami Hindu,,,,,,,,,
ভাই যদিও হয়ে থাকে তা হলে কি এমনি হইছে এক হাতে তালি বাজে না জানেন,0,Aami Hindu,,,,,,,,,
এটা ভূয়া খবর,0,Aami Hindu,,,,,,,,,
দূর্গা মা কী জয় আসবে কবে বছর পড়ে,0,Aami Hindu,,,,,,,,,
শুভ বিজয়ার প্রীতি ও শুভেচ্ছা সকলের সুখী ও সমৃদ্ধময় জীবন কামনা করচ্ছি,0,Aami Hindu,,,,,,,,,
বিবিচিনি দক্ষিন বারজীবী পাড়া শ্রী শ্রী সার্বজনীন দূর্গা পূজা মন্দির,0,Aami Hindu,,,,,,,,,
মা তুমি আবার এসো,0,Aami Hindu,,,,,,,,,
যদি মূর্তি ভাঙলে ভগবানের অক্ষমতা প্রকাশ পায় তাহলে যখন মসজিদ ভাঙে উগ্রবাদীরা তখন কি বলে,0,Aami Hindu,,,,,,,,,
বাংলাদেশে হিন্দুরা কবে যে এই সব অসুরদের হাত থেকে মুক্তি পাবে তা একমার্ত্র ভগবান ই জানেন,0,Aami Hindu,,,,,,,,,
মানস সরকার তুমি প্রথমে মানুষ হও তারপর কিছু লিখ,0,Aami Hindu,,,,,,,,,
এই শালা ভারত কি তর বাপের দেশ যে এখানে অন্ন কেউ থাকবে না,1,Aami Hindu,,,,,,,,,
বাংলাদেশ থেকে মালু হটাও,2,Aami Hindu,,,,,,,,,
ছবি টা ফেসবুকে ছররা জন্য ধন্যবাদ আপনাকে,0,Aami Hindu,,,,,,,,,
দুর্গার যে এতগুলো হাত আছে তার বিবরণ কোথায় দেওয়া আছে,0,Aami Hindu,,,,,,,,,
জয় মা দূর্গা তুমি ওদের মাপকরে দেও,0,Aami Hindu,,,,,,,,,
তুমি তো দেখছি তৃতীয় পক্ষের লোক,0,Aami Hindu,,,,,,,,,
এটা হিন্দুদের লজ্জা যে এ সব করছে তাদেরকে গলা কেটে সেম সাঝা দিতে হবে কোন মাপ নয় শালাদের সব কে সব হারামির বাচ্চা হে,2,Aami Hindu,,,,,,,,,
দুঃখজনক,0,Aami Hindu,,,,,,,,,
জাগো হিন্দু ভাই এরা জাগো,0,Aami Hindu,,,,,,,,,
জানোয়ারের বাচ্চাদের ধরে গলা কেটে দেওয়া উচিৎ,2,Aami Hindu,,,,,,,,,
শুয়রের কাজ শুয়ররা করবে আমাদের সজাক থাকতে হবে,0,Aami Hindu,,,,,,,,,
অমানুশের বিরুদ্ধে আমাদের রুখে দারাতে হবে,0,Aami Hindu,,,,,,,,,
এই সব করে ওরা বুঝিয়ে দিল যে ওরা কতটা ভিরু আর কাপুরুষ,0,Aami Hindu,,,,,,,,,
এরা মানুষ নামে জানোয়ার এদের বিরুদ্ধে সবাই রুখে দাড়াও,0,Aami Hindu,,,,,,,,,
কুত্তার বাচ্চাদের ও এইভাবে টুকরা করা উচিত সালা তোরা কোন ধর্মের বলতে পারিস,2,Aami Hindu,,,,,,,,,
তরা বেজম্মা জাতি,2,Aami Hindu,,,,,,,,,
দাদা আমাদের টা দিবেন কখন আপলোড,0,Aami Hindu,,,,,,,,,
শারদীয়ার আন্তরিক প্রীতি ও শুভেচ্ছা,0,Aami Hindu,,,,,,,,,
মুসলিমেরা হলো পৃথিবীর নিকৃষ্টতম ঘৃণিত জাতি এরা পৃথিবীর যে স্থানে থাকুক না কেন সেই স্থানের বিধর্মীরা শান্তিতে থাকতে পারবেনা কেননা কোরান ও হাদিস পড়ে দেখুন কি শিক্ষা দিয়েগেছেন নবিজি একারনেই এই সত্য কথাগুলো বল্লেই মুসলিমরা বলবে তাদের ধর্মীয় অনুভুতিতে আঘাত হেনেছে বাকি চমৎকার শান্তির ধর্ম ইসলাম ,2,Aami Hindu,,,,,,,,,
এই আনন্দ করার ভাগ্য আমার কপালে লেখা নেই,0,Aami Hindu,,,,,,,,,
শুরু হয়ে গেছে আজ থেকে,0,Aami Hindu,,,,,,,,,
মহিলাদের এ রকম আরতি চাই না দয়া করে বনধ করোন,?,Aami Hindu,,,,,,,,,
ওঢু আমরা আসবো না,0,Aami Hindu,,,,,,,,,
নাম ভাই কথাগুলো একটু ভেবে দেখুন আমরা যেভাবে পূজা করি এটা সত্যিই পূজার মত নয়,0,Aami Hindu,,,,,,,,,
আবার মেয়ে শিশু জন্মালে বাবা মায়ের চিন্তা বেড়ে যায় যৌতুকের ভয়ে,0,Aami Hindu,,,,,,,,,
হিন্দু ধর্মেই যৌতুকের কথা বলা আছে,0,Aami Hindu,,,,,,,,,
মা আসছেন তাই আমারা খুশী,0,Aami Hindu,,,,,,,,,
মাকে বন্দনার আপেক্ষায় মর্ত্য বাসী সবাইকে আগাম শুভ বিজয়া,0,Aami Hindu,,,,,,,,,
ইসলামের পথে আসুন ইসলাম পৃথিবীর সর্ব শ্রেষ্ঠ ধর্ম আল্লাহ এক তার কোন শরীক নাই তিনি নিরাকার,0,Aami Hindu,,,,,,,,,
অসংখ্য ধন্যবাদ বন্ধু তোমাকেও জানাই শুভ মহালয়ার প্রীতি ও শুভেচ্ছা,4,Aami Hindu,,,,,,,,,
তাই রাজাকার আলবদর বাহিনীর দরকার নাই ধমকে নিয়ে বাড়াবাড়ি করে লাভ নাই নিজেদের ঠিক রাখতে পারলেই সুন্দর,0,Aami Hindu,,,,,,,,,
ভন্ড পীর সাহেবের কথা শুনে না কেউ,?,Aami Hindu,,,,,,,,,
মানুসের বিবেকবোধ জাগ্রত না হলে এই ধরনের কথায় কাজ হবে না,0,Aami Hindu,,,,,,,,,
মা দূগা দুর্গা পূজা রাজসিক ও তামসিক নয় সাত্ত্বিক পূজার প্রচলন চাইঃ,0,Aami Hindu,,,,,,,,,
ভালো পরমর্শ,0,Aami Hindu,,,,,,,,,
সবাই যেন মায়ের আরতি ঢাক দিয়ে করে সবার কাছে অনুরুত রইল আমাদের ডিজের কারণে মুসলমানেরা আমাদের ধর্ম কে মানে না,0,Aami Hindu,,,,,,,,,
তোমার বাসাই ডিস লাইন কর,0,Aami Hindu,,,,,,,,,
কথা গুলি আনেক গুত্ব দিযে বিবেচনা করলে প্রতিটা কথা যেন আমাদের আরেক টু পরিবর্তের ছুয়া দিবে,0,Aami Hindu,,,,,,,,,
আমদের ধর্মে তো ফালতু আর মূর্খের সংখ্যা দিন দিন বাড়তেছে তাই কে শুনে কার কথা ভাই গীতা পড়ুন আর ধর্মীয় বই পড়ুন এতে নিজে যেমন শিখতে পারবেন আর অন্যকে ও বলতে পারবেন এতে আপনি নিজেকে নিয়ে গর্ব করতে পারবেন আপনি হিন্দু ধর্মে জন্ম গ্রহন করেছেন,0,Aami Hindu,,,,,,,,,
গাজীপুরে বাসীকে দূর্গাপূজার শুভেচ্ছা,0,Aami Hindu,,,,,,,,,
একটু বিশদ ভাবে বলুন,0,Aami Hindu,,,,,,,,,
সব দেখে সঠিক ব্যবস্থা নেয়াটাই ভাল,0,Aami Hindu,,,,,,,,,
স ঠিক নিয়ম জানা এবং জানানো সবার উচিত আমরা সঠিক নিয়ম জানিনা তাই ভুল করি,0,Aami Hindu,,,,,,,,,
যে নিজেকে সেফ করতে পারেনা সে তার বান্দা কে সেফ করবে কেমনে,0,Aami Hindu,,,,,,,,,
এ পৃথিবীতে কেউ নিজেকে সেফ করতে পারে না,0,Aami Hindu,,,,,,,,,
দাতা ঠিক কথাটাই বলেছেন,0,Aami Hindu,,,,,,,,,
একমত আপনার সাথে,0,Aami Hindu,,,,,,,,,
অনেক দিন পর আমার মনেরমত একাটা মত পেলাম আপনাকে অনেক অনেক ধন্যবাদ আমরা ভুলেই যাচ্ছি আমাদের সাংস্ক্রিতির কথা আমাদের ধর্মীও স্বত্তার কথা আপনার মত আমিও বলছি আসুন আমদের কথা শুনুন,0,Aami Hindu,,,,,,,,,
প্রতিমার অশ্লিলতা রোধে সচেতনতা তৈরীর কাজ করছেন ভালো কথা কিন্তু উচু জাত নিম্ন জাত নিয়ে জাতাজাতি অস্পৃশ্যতা এই সব অশ্লিলতার বিরুদ্ধেও সচেতনা তৈরী করুন জাতের মাহত্ব্য থেকে মানুষের মাহত্ব্য প্রতিষ্ঠা করুন হিন্দু জাতি যে ডুবতে বসেছে,0,Aami Hindu,,,,,,,,,
আমার অ খুব খারাপ লাগে যখন দেখি কি বাজে ভাবে প্রতিমা বানানো হচ্ছে আর সামনে থাকে দুই নর্তকী কি খারাপ দেখতে এইগুলা কি বন্ধ করা যায় না,0,Aami Hindu,,,,,,,,,
এত সুন্দর ভাবে ব্যাখ্যা দিলেন ধন্যবাদ,4,Aami Hindu,,,,,,,,,
হরে অশেষ ধন্যবাদ আপনাকে,4,Aami Hindu,,,,,,,,,
তার মানে দুজন মূলত একজন দুজন যদি একজনই হয় তাহলে দূর্গার পিতামাতা কার সৃষ্টি দূর্গার স্বামীর পিতামাতা কার সৃষ্টি তারাই দূর্গা এবং তার স্বামী কি তাদের পিতামাতাকে সৃষ্টি করেছেন,0,Aami Hindu,,,,,,,,,
যেভাবে উদাহারন দিয়েছন আশা করি সবাই বুজতে পারবে ধন্যবাদ,0,Aami Hindu,,,,,,,,,
কি মজা আর মাএ দশ দিন পরে ষসুর বারি যাব,0,Aami Hindu,,,,,,,,,
ঢাকার পুজার ছবি বাংলাদেশর প্রাকিৃতিক ছবি,0,Aami Hindu,,,,,,,,,
বাংলাদেশে কি শূকরের মাংস নিষিদ্ধ এটা শুধু মুসলমানের জন্য নিষিদ্ধ আমরা মুসলিমরা অন্য ধর্মের খানা নিয়ে টানাটানি করি না,0,Aami Hindu,,,,,,,,,
চাঁড়ালের মন্তব্য চাঁড়ালের মতনই হয়,?,Aami Hindu,,,,,,,,,
বানান সঠিক হতে হবে গরু র জায়গায় গুরু হয়ে গেছে,0,Aami Hindu,,,,,,,,,
ভারতে গরুর মাংস খেলে মুসলিমদের পিটানো হয় কারন তাদের ধর্মে তা নিষিদ্ধ তাহলে কী আমরা মুসলমানরা তাদের মদ্যপানের জন্য পিটাবো,0,Aami Hindu,,,,,,,,,
বল দূর্গা মা কি,0,Aami Hindu,,,,,,,,,
দিদি এবার পূজায় অংস নিবেনত বল দূগা মা কি জয়,0,Aami Hindu,,,,,,,,,
মা আসছে আমারা সবাই প্রসতুত মাকে বরন করা জন্য,0,Aami Hindu,,,,,,,,,
হিন্দু ধর্ম পৃথিবীর শ্রেষ্ঠ ধর্ম এই পেইজে লাইক দিন এটিতে হিন্দু ধর্মের সব অজানা তথ্য লেখা হয়,0,Aami Hindu,,,,,,,,,
জয় মা আমার ছেলে সারা বছরই মা র অপেক্ষায় থাকে মা আমার ছেলেটা যেন সুস্থ থাকে আর্শীবাদ কর,0,Aami Hindu,,,,,,,,,
গনতন্ত্রের দেশ হিসেবে ধর্ম নির্বিশেষের দেশ কোথায় ধর্ম পালনে সমতা ধর্ম নির্বিশেষের দেশ হলে শারদীয় দূর্গাপূজায় সরকারি ছুটি তিন দিন ৩ দেওয়া উচিৎ পূজা পর সরকারী ছুটি শুক্রবার বিক্ষোপ কর্মসূচী,0,Aami Hindu,,,,,,,,,
এরাই হিন্দু ধর্মটার বারোটা বাজাইছে কারন এরা শ্রী গীতা রামায়ন মহাভারত ও পুরান গুলোকে রিচার্জ করে বিভিন্ন ধরনের মানব সভ্যতার ধংসের উপকরন তৈরি করে ঐ সকল পাপীদের হাতে তুলে দিছে যারা এখন হিন্দুদের বারোটা বাজাচ্ছে এদরে কারনেই আজ সকল পবিত্র ধর্মগ্রন্ধ উষ্টা হয়ে গেছে সভ্যতার উন্নয়ন হয়েছে কিন্তু ধংশের দ্বারগোরায় পৌছে গেছি আমরদের সভ্যতা,0,Aami Hindu,,,,,,,,,
হিন্দু কখন ধংস হবেনা লক্ষ বছরভর হয়নি,0,Aami Hindu,,,,,,,,,
কৃষ্ণ নাম শুনেন আর প্রচার করেন ছড়িয়ে দিন সাড়া বিশ্বময় প্রতিদিন একবার হলেও কৃষ্ণ নাম জপ করেন বা কির্তন শুনেন মনে রাখবেন কৃষ্ণ নাম শুনলেও লাভ কৃষ্ণ নাম শুনালেওে লাভ তাই দয়া করে কির্তন গুলো সবার সাথে সেয়ার করেন,0,Aami Hindu,,,,,,,,,
আপনাকে আমি ধন্যবাদ দিয়ে ছোটো করবোনা য়ারা এখন আর লিখতে পারলাম না পরে লিখবো,0,Aami Hindu,,,,,,,,,
প্রাচিন ধর্ম হিন্দু আপনারা প্রাচিন দিনে কথা পড়লে জানতে পারবেন আর কোন ধর্ম ছিল না আদি ধর্ম গ্রন্থ বেদ এই জন্য সিরিয়াই এখন ২০০০ বছর আগের মন্দির পাওয়া যাই এটা সাবাইকে বুখতে হবে,0,Aami Hindu,,,,,,,,,
তুলসী গাছ শুধু হিন্দুধর্মের জন্য নয় সবার জন্যই বিশেষ করে ঔষধি হিসাবেই এই গাছ পরিচিত,0,Aami Hindu,,,,,,,,,
নাম তুই নবীজির কথাও অমান্য করছিস নবীজি বলে গেছেন যে অন্য ধর্ম নিয়ে কুটুক্তি করো না নিজ ধর্ম নিজে পালন কর যে মুসলমান নবীজির দেওয়া আদেশ ও নবীজির দেখানো পথ পরিত্যাগ করে সে কখনও মুসলমান হতে পারে না সে একজন নাস্তিক তুই যে নাস্তিক তা তুই নিজেই প্রমাণ করছিস আল্লাহ তোর বিচার করবেন শেষ বিচারের দিন তোর কপালে দোযখেই লেখা থাকবে,0,Aami Hindu,,,,,,,,,
উত্তর দে না পারলে তুই শুকরের পয়দা,1,Aami Hindu,,,,,,,,,
নবীর উম্মতেরা তো দুরের কথা আপনি কি বলতে পারবেন আপনার নবী আল্লাহ্ কে কোন আকৃতিতে জানতো,0,Aami Hindu,,,,,,,,,
উত্তরের আশায় রইলাম জনাব,0,Aami Hindu,,,,,,,,,
মাতৃ পূজারী সংঘের পক্ষ থেকে জন্মষ্টমীর শুভেচ্ছা আসছে পূজোই মাতৃ পূজারী সংঘ পরিবারের সাথে থাকুন মায়ের সাথে থাকুন মাতৃ পূজারী সংঘ,0,Aami Hindu,,,,,,,,,
